0,0,0.002921164217895559
0,1,0.003273503695691365
0,2,0.013766863469743403
0,3,0.09358503658133527
0,4,0.1275012018508503
0,5,0.12842073042485425
0,6,0.12507901230394808
1,0,0.0036055149930893575
1,1,0.0035631497506159486
1,2,0.014471748993449912
1,3,0.11618983234180638
1,4,0.10727946036896822
1,5,0.08467775374076078
1,6,0.1232095333062917
2,0,0.0027034038669551106
2,1,0.0032464620515594016
2,2,0.015415990625563366
2,3,0.11283012401598462
2,4,0.10202586045009314
2,5,0.10328960661919356
2,6,0.1270461135148128
3,0,0.0033305916110810646
3,1,0.0038954896791058226
3,2,0.017332107069887623
3,3,0.1018945676341566
3,4,0.114866134472087
3,5,0.10192896122528694
3,6,0.09754213050597921
4,0,0.0027759374436632416
4,1,0.002095267336698516
4,2,0.016190048299381046
4,3,0.13121863920437474
4,4,0.10443839763235382
4,5,0.1002472808124512
4,6,0.09239844360314885
5,0,0.0029279246289285504
5,1,0.0027082112703563496
5,2,0.016884652364641546
5,3,0.11423245861126134
5,4,0.0986141157382369
5,5,0.07199724137672016
5,6,0.10034792643170483
6,0,0.003227870921218677
6,1,0.0022352923502193377
6,2,0.016996790682651284
6,3,0.10873835706988763
6,4,0.09353020213628988
6,5,0.08324108189111232
6,6,0.08838275944955232
