left letter,middle letter,right letter,value
f,h,a,6.851687347913953e-07
f,h,b,0.0
f,h,c,0.0
f,h,d,0.0
f,h,e,6.851687347913953e-07
f,h,f,0.0
f,h,g,0.0
f,h,h,0.0
f,h,i,0.0
f,h,j,0.0
f,h,k,0.0
f,h,l,0.0
f,h,m,0.0
f,h,n,0.0
f,h,o,3.4258436739569764e-07
f,h,p,0.0
f,h,q,0.0
f,h,r,0.0
f,h,s,0.0
f,h,t,0.0
f,h,u,0.0
f,h,v,0.0
f,h,w,0.0
f,h,x,0.0
f,h,y,0.0
f,h,z,0.0
f,h, ,0.0
f,i,a,5.823934245726859e-06
f,i,b,0.0
f,i,c,0.0004121289939770242
f,i,d,3.1175177433008484e-05
f,i,e,0.00013669116259088334
f,i,f,4.1110124087483715e-05
f,i,g,7.982215760319755e-05
f,i,h,6.851687347913953e-07
f,i,i,0.0
f,i,j,0.0
f,i,k,0.0
f,i,l,5.4470914415915924e-05
f,i,m,1.027753102187093e-06
f,i,n,0.00030729817755394075
f,i,o,0.0
f,i,p,0.0
f,i,q,0.0
f,i,r,0.0004261749530402478
f,i,s,7.5368560827053476e-06
f,i,t,2.9119671228634297e-05
f,i,u,0.0
f,i,v,4.145270845487941e-05
f,i,w,0.0
f,i,x,3.9397202250505225e-05
f,i,y,0.0
f,i,z,0.0
f,i, ,3.4258436739569764e-07
f,j,a,0.0
f,j,b,0.0
f,j,c,0.0
f,j,d,0.0
f,j,e,0.0
f,j,f,0.0
f,j,g,0.0
f,j,h,0.0
f,j,i,0.0
f,j,j,0.0
f,j,k,0.0
f,j,l,0.0
f,j,m,0.0
f,j,n,0.0
f,j,o,0.0
f,j,p,0.0
f,j,q,0.0
f,j,r,0.0
f,j,s,0.0
f,j,t,0.0
f,j,u,0.0
f,j,v,0.0
f,j,w,0.0
f,j,x,0.0
f,j,y,0.0
f,j,z,0.0
f,j, ,0.0
f,k,a,0.0
f,k,b,0.0
f,k,c,0.0
f,k,d,0.0
f,k,e,0.0
f,k,f,0.0
f,k,g,0.0
f,k,h,1.5416296532806393e-05
f,k,i,0.0
f,k,j,0.0
f,k,k,0.0
f,k,l,0.0
f,k,m,0.0
f,k,n,0.0
f,k,o,3.4258436739569764e-07
f,k,p,0.0
f,k,q,0.0
f,k,r,1.3703374695827905e-06
f,k,s,0.0
f,k,t,0.0
f,k,u,0.0
f,k,v,0.0
f,k,w,0.0
f,k,x,0.0
f,k,y,0.0
f,k,z,0.0
f,k, ,0.0
f,l,a,9.866429780996091e-05
f,l,b,0.0
f,l,c,3.4258436739569764e-07
f,l,d,6.851687347913953e-07
f,l,e,9.592362287079533e-05
f,l,f,3.4258436739569764e-07
f,l,g,0.0
f,l,h,0.0
f,l,i,7.810923576621905e-05
f,l,j,0.0
f,l,k,1.3703374695827905e-06
f,l,l,3.4258436739569764e-07
f,l,m,0.0
f,l,n,2.740674939165581e-06
f,l,o,7.947957323580185e-05
f,l,p,0.0
f,l,q,0.0
f,l,r,0.0
f,l,s,0.0
f,l,t,1.027753102187093e-06
f,l,u,6.680395164216103e-05
f,l,v,0.0
f,l,w,0.0
f,l,x,0.0
f,l,y,3.734169604613104e-05
f,l,z,0.0
f,l, ,2.055506204374186e-06
f,m,a,6.851687347913953e-07
f,m,b,0.0
f,m,c,0.0
f,m,d,0.0
f,m,e,0.0
f,m,f,0.0
f,m,g,0.0
f,m,h,0.0
f,m,i,1.7129218369784882e-06
f,m,j,0.0
f,m,k,0.0
f,m,l,0.0
f,m,m,0.0
f,m,n,3.4258436739569764e-07
f,m,o,0.0
f,m,p,0.0
f,m,q,0.0
f,m,r,0.0
f,m,s,0.0
f,m,t,0.0
f,m,u,0.0
f,m,v,0.0
f,m,w,0.0
f,m,x,0.0
f,m,y,0.0
f,m,z,0.0
f,m, ,3.4258436739569764e-07
f,n,a,3.4258436739569764e-07
f,n,b,0.0
f,n,c,0.0
f,n,d,0.0
f,n,e,1.7129218369784882e-06
f,n,f,3.4258436739569764e-07
f,n,g,0.0
f,n,h,0.0
f,n,i,3.4258436739569764e-06
f,n,j,3.4258436739569764e-07
f,n,k,6.851687347913953e-07
f,n,l,3.4258436739569764e-07
f,n,m,0.0
f,n,n,0.0
f,n,o,0.0
f,n,p,0.0
f,n,q,0.0
f,n,r,0.0
f,n,s,3.7684280413526738e-06
f,n,t,6.851687347913953e-07
f,n,u,0.0
f,n,v,0.0
f,n,w,0.0
f,n,x,0.0
f,n,y,0.0
f,n,z,0.0
f,n, ,1.5073712165410695e-05
f,o,a,2.055506204374186e-06
f,o,b,0.0
f,o,c,1.027753102187093e-06
f,o,d,2.740674939165581e-06
f,o,e,7.879440450101045e-06
f,o,f,0.0
f,o,g,7.5368560827053476e-06
f,o,h,3.4258436739569764e-07
f,o,i,1.3703374695827905e-06
f,o,j,0.0
f,o,k,0.0
f,o,l,0.00013600599385609196
f,o,m,6.851687347913953e-07
f,o,n,2.2610568248116044e-05
f,o,o,0.00011990452858849417
f,o,p,0.0
f,o,q,0.0
f,o,r,0.002278528627548785
f,o,s,0.0
f,o,t,0.0
f,o,u,0.00018122713035232405
f,o,v,0.0
f,o,w,1.3703374695827905e-06
f,o,x,7.19427171530965e-06
f,o,y,0.0
f,o,z,0.0
f,o, ,0.0
f,p,a,0.0
f,p,b,0.0
f,p,c,0.0
f,p,d,0.0
f,p,e,0.0
f,p,f,0.0
f,p,g,0.0
f,p,h,0.0
f,p,i,0.0
f,p,j,0.0
f,p,k,0.0
f,p,l,0.0
f,p,m,0.0
f,p,n,0.0
f,p,o,0.0
f,p,p,0.0
f,p,q,0.0
f,p,r,0.0
f,p,s,0.0
f,p,t,0.0
f,p,u,0.0
f,p,v,0.0
f,p,w,0.0
f,p,x,0.0
f,p,y,0.0
f,p,z,0.0
f,p, ,0.0
f,q,a,0.0
f,q,b,0.0
f,q,c,0.0
f,q,d,0.0
f,q,e,0.0
f,q,f,0.0
f,q,g,0.0
f,q,h,0.0
f,q,i,0.0
f,q,j,0.0
f,q,k,0.0
f,q,l,0.0
f,q,m,0.0
f,q,n,0.0
f,q,o,0.0
f,q,p,0.0
f,q,q,0.0
f,q,r,0.0
f,q,s,0.0
f,q,t,0.0
f,q,u,0.0
f,q,v,0.0
f,q,w,0.0
f,q,x,0.0
f,q,y,0.0
f,q,z,0.0
f,q, ,0.0
f,r,a,0.00011202508813839312
f,r,b,0.0
f,r,c,0.0
f,r,d,3.4258436739569764e-07
f,r,e,0.0005484775722005119
f,r,f,0.0
f,r,g,0.0
f,r,h,0.0
f,r,i,0.00018328263655669822
f,r,j,0.0
f,r,k,0.0
f,r,l,0.0
f,r,m,0.0
f,r,n,0.0
f,r,o,0.0010979828975032108
f,r,p,0.0
f,r,q,0.0
f,r,r,0.0
f,r,s,1.027753102187093e-06
f,r,t,0.0
f,r,u,5.823934245726859e-06
f,r,v,0.0
f,r,w,0.0
f,r,x,0.0
f,r,y,6.851687347913953e-07
f,r,z,0.0
f,r, ,2.055506204374186e-06
f,s,a,3.4258436739569764e-07
f,s,b,0.0
f,s,c,0.0
f,s,d,0.0
f,s,e,0.0
f,s,f,0.0
f,s,g,0.0
f,s,h,2.055506204374186e-06
f,s,i,0.0
f,s,j,0.0
f,s,k,1.027753102187093e-06
f,s,l,0.0
f,s,m,0.0
f,s,n,0.0
f,s,o,8.427575437934162e-05
f,s,p,0.0
f,s,q,0.0
f,s,r,0.0
f,s,s,0.0
f,s,t,6.851687347913953e-07
f,s,u,0.0
f,s,v,0.0
f,s,w,0.0
f,s,x,0.0
f,s,y,3.0832593065612785e-06
f,s,z,0.0
f,s, ,3.7684280413526736e-05
f,t,a,3.4258436739569764e-07
f,t,b,0.0
f,t,c,0.0
f,t,d,3.4258436739569764e-07
f,t,e,0.00040596247536390167
f,t,f,3.4258436739569764e-07
f,t,g,0.0
f,t,h,1.1990452858849416e-05
f,t,i,1.7814387104576278e-05
f,t,j,0.0
f,t,k,1.3703374695827905e-06
f,t,l,1.8156971471971972e-05
f,t,m,0.0
f,t,n,3.0832593065612785e-06
f,t,o,3.4258436739569764e-07
f,t,p,0.0
f,t,q,0.0
f,t,r,1.7129218369784882e-05
f,t,s,2.740674939165581e-05
f,t,t,3.4258436739569764e-07
f,t,u,3.4258436739569764e-07
f,t,v,0.0
f,t,w,0.0
f,t,x,0.0
f,t,y,2.3980905717698832e-05
f,t,z,0.0
f,t, ,0.000214115229622311
f,u,a,0.0
f,u,b,0.0
f,u,c,0.0
f,u,d,0.0
f,u,e,1.8156971471971972e-05
f,u,f,0.0
f,u,g,5.823934245726859e-06
f,u,h,0.0
f,u,i,0.0
f,u,j,0.0
f,u,k,0.0
f,u,l,0.00042377686246847793
f,u,m,5.138765510935464e-06
f,u,n,2.192539951332465e-05
f,u,o,0.0
f,u,p,0.0
f,u,q,0.0
f,u,r,4.898956453758476e-05
f,u,s,7.434080772486639e-05
f,u,t,2.9804839963425692e-05
f,u,u,0.0
f,u,v,0.0
f,u,w,0.0
f,u,x,0.0
f,u,y,0.0
f,u,z,0.0
f,u, ,0.0
f,v,a,0.0
f,v,b,0.0
f,v,c,0.0
f,v,d,0.0
f,v,e,0.0
f,v,f,0.0
f,v,g,0.0
f,v,h,0.0
f,v,i,0.0
f,v,j,0.0
f,v,k,0.0
f,v,l,0.0
f,v,m,0.0
f,v,n,0.0
f,v,o,3.4258436739569764e-07
f,v,p,0.0
f,v,q,0.0
f,v,r,0.0
f,v,s,3.4258436739569764e-07
f,v,t,0.0
f,v,u,0.0
f,v,v,0.0
f,v,w,0.0
f,v,x,0.0
f,v,y,0.0
f,v,z,0.0
f,v, ,0.0
f,w,a,4.4535967761440695e-06
f,w,b,0.0
f,w,c,0.0
f,w,d,0.0
f,w,e,0.0
f,w,f,0.0
f,w,g,0.0
f,w,h,0.0
f,w,i,1.3703374695827905e-06
f,w,j,0.0
f,w,k,0.0
f,w,l,0.0
f,w,m,0.0
f,w,n,0.0
f,w,o,2.3980905717698832e-06
f,w,p,0.0
f,w,q,0.0
f,w,r,0.0
f,w,s,0.0
f,w,t,0.0
f,w,u,0.0
f,w,v,0.0
f,w,w,0.0
f,w,x,0.0
f,w,y,0.0
f,w,z,0.0
f,w, ,0.0
f,x,a,0.0
f,x,b,0.0
f,x,c,0.0
f,x,d,0.0
f,x,e,0.0
f,x,f,0.0
f,x,g,0.0
f,x,h,0.0
f,x,i,0.0
f,x,j,0.0
f,x,k,0.0
f,x,l,0.0
f,x,m,0.0
f,x,n,0.0
f,x,o,0.0
f,x,p,0.0
f,x,q,0.0
f,x,r,0.0
f,x,s,0.0
f,x,t,0.0
f,x,u,0.0
f,x,v,0.0
f,x,w,0.0
f,x,x,0.0
f,x,y,0.0
f,x,z,0.0
f,x, ,0.0
f,y,a,3.4258436739569764e-07
f,y,b,0.0
f,y,c,0.0
f,y,d,0.0
f,y,e,1.027753102187093e-06
f,y,f,0.0
f,y,g,0.0
f,y,h,0.0
f,y,i,8.222024817496743e-06
f,y,j,0.0
f,y,k,0.0
f,y,l,0.0
f,y,m,0.0
f,y,n,0.0
f,y,o,3.4258436739569764e-07
f,y,p,0.0
f,y,q,0.0
f,y,r,0.0
f,y,s,0.0
f,y,t,0.0
f,y,u,0.0
f,y,v,0.0
f,y,w,0.0
f,y,x,0.0
f,y,y,0.0
f,y,z,0.0
f,y, ,1.747180273718058e-05
f,z,a,0.0
f,z,b,0.0
f,z,c,0.0
f,z,d,0.0
f,z,e,0.0
f,z,f,0.0
f,z,g,0.0
f,z,h,1.027753102187093e-06
f,z,i,0.0
f,z,j,0.0
f,z,k,0.0
f,z,l,0.0
f,z,m,0.0
f,z,n,0.0
f,z,o,3.4258436739569764e-07
f,z,p,0.0
f,z,q,0.0
f,z,r,0.0
f,z,s,0.0
f,z,t,0.0
f,z,u,0.0
f,z,v,0.0
f,z,w,0.0
f,z,x,0.0
f,z,y,0.0
f,z,z,0.0
f,z, ,0.0
f, ,a,0.0006180221987818385
f, ,b,0.00016169982141076928
f, ,c,0.00019356016757856917
f, ,d,0.00011236767250578883
f, ,e,9.832171344256522e-05
f, ,f,0.00015416296532806394
f, ,g,9.147002609465126e-05
f, ,h,0.0007129180685504468
f, ,i,0.00027612300012093226
f, ,j,3.220293053519558e-05
f, ,k,3.3915852372174067e-05
f, ,l,0.00011784902238411998
f, ,m,0.0002483736663618808
f, ,n,9.318294793162975e-05
f, ,o,0.0002010970236612745
f, ,p,0.0001867084802306552
f, ,q,5.823934245726859e-06
f, ,r,0.00012504329409942963
f, ,s,0.000284345024938429
f, ,t,0.002073320591478762
f, ,u,5.138765510935464e-05
f, ,v,4.9674733272376154e-05
f, ,w,0.0002894837904493645
f, ,x,3.4258436739569764e-07
f, ,y,0.00010209014148391789
f, ,z,1.7129218369784882e-06
f, , ,0.0
g,a,a,0.0
g,a,b,2.3980905717698832e-06
g,a,c,1.7129218369784882e-06
g,a,d,2.740674939165581e-06
g,a,e,0.0
g,a,f,0.0
g,a,g,4.761922706800197e-05
g,a,h,3.4258436739569764e-07
g,a,i,0.0003627968450720438
g,a,j,0.0
g,a,k,0.0
g,a,l,7.742406703142766e-05
g,a,m,1.8842140206763368e-05
g,a,n,0.0002723545720795796
g,a,o,0.0
g,a,p,3.4258436739569764e-06
g,a,q,0.0
g,a,r,9.318294793162975e-05
g,a,s,5.823934245726859e-06
g,a,t,7.708148266403197e-05
g,a,u,4.7961811435397665e-06
g,a,v,0.00010722890699485335
g,a,w,0.0
g,a,x,0.0
g,a,y,1.3360790328432208e-05
g,a,z,6.063743302903848e-05
g,a, ,9.249777919683835e-06
g,b,a,3.4258436739569764e-07
g,b,b,0.0
g,b,c,0.0
g,b,d,0.0
g,b,e,0.0
g,b,f,0.0
g,b,g,0.0
g,b,h,0.0
g,b,i,0.0
g,b,j,0.0
g,b,k,0.0
g,b,l,0.0
g,b,m,0.0
g,b,n,0.0
g,b,o,0.0
g,b,p,0.0
g,b,q,0.0
g,b,r,0.0
g,b,s,0.0
g,b,t,0.0
g,b,u,0.0
g,b,v,0.0
g,b,w,0.0
g,b,x,0.0
g,b,y,0.0
g,b,z,0.0
g,b, ,0.0
g,c,a,0.0
g,c,b,0.0
g,c,c,0.0
g,c,d,0.0
g,c,e,0.0
g,c,f,0.0
g,c,g,0.0
g,c,h,0.0
g,c,i,3.4258436739569764e-07
g,c,j,0.0
g,c,k,0.0
g,c,l,0.0
g,c,m,0.0
g,c,n,3.4258436739569764e-07
g,c,o,0.0
g,c,p,0.0
g,c,q,0.0
g,c,r,3.4258436739569764e-07
g,c,s,0.0
g,c,t,0.0
g,c,u,0.0
g,c,v,0.0
g,c,w,0.0
g,c,x,0.0
g,c,y,0.0
g,c,z,0.0
g,c, ,0.0
g,d,a,3.4258436739569764e-06
g,d,b,0.0
g,d,c,3.4258436739569764e-07
g,d,d,3.4258436739569764e-06
g,d,e,3.4258436739569764e-07
g,d,f,0.0
g,d,g,0.0
g,d,h,0.0
g,d,i,3.4258436739569764e-07
g,d,j,0.0
g,d,k,0.0
g,d,l,0.0
g,d,m,0.0
g,d,n,1.3703374695827905e-06
g,d,o,4.111012408748372e-06
g,d,p,0.0
g,d,q,0.0
g,d,r,0.0
g,d,s,0.0
g,d,t,0.0
g,d,u,0.0
g,d,v,0.0
g,d,w,0.0
g,d,x,0.0
g,d,y,2.3980905717698832e-06
g,d,z,0.0
g,d, ,4.7961811435397665e-06
g,e,a,1.7814387104576278e-05
g,e,b,1.3703374695827905e-06
g,e,c,6.851687347913953e-07
g,e,d,0.0002178836576636637
g,e,e,1.027753102187093e-06
g,e,f,3.4258436739569764e-07
g,e,g,0.0
g,e,h,1.027753102187093e-06
g,e,i,0.0
g,e,j,0.0
g,e,k,0.0
g,e,l,2.8091918126447207e-05
g,e,m,3.1175177433008484e-05
g,e,n,0.00038163898527880717
g,e,o,2.740674939165581e-05
g,e,p,0.0
g,e,q,0.0
g,e,r,0.0003360752644151794
g,e,s,0.0001305246439777608
g,e,t,0.0002576234442815646
g,e,u,0.0
g,e,v,0.0
g,e,w,3.4258436739569764e-07
g,e,x,3.4258436739569764e-07
g,e,y,1.7129218369784882e-06
g,e,z,6.851687347913953e-07
g,e, ,0.00042583236867285213
g,f,a,0.0
g,f,b,0.0
g,f,c,0.0
g,f,d,0.0
g,f,e,0.0
g,f,f,0.0
g,f,g,0.0
g,f,h,0.0
g,f,i,0.0
g,f,j,0.0
g,f,k,0.0
g,f,l,0.0
g,f,m,0.0
g,f,n,0.0
g,f,o,0.0
g,f,p,0.0
g,f,q,0.0
g,f,r,0.0
g,f,s,0.0
g,f,t,3.4258436739569764e-07
g,f,u,0.0
g,f,v,0.0
g,f,w,0.0
g,f,x,0.0
g,f,y,0.0
g,f,z,0.0
g,f, ,0.0
g,g,a,1.575888090020209e-05
g,g,b,0.0
g,g,c,0.0
g,g,d,0.0
g,g,e,7.399822335747068e-05
g,g,f,0.0
g,g,g,0.0
g,g,h,0.0
g,g,i,2.0897646411137555e-05
g,g,j,0.0
g,g,k,0.0
g,g,l,2.0555062043741857e-05
g,g,m,0.0
g,g,n,0.0
g,g,o,6.851687347913953e-07
g,g,p,0.0
g,g,q,0.0
g,g,r,3.4258436739569764e-06
g,g,s,1.3703374695827905e-06
g,g,t,0.0
g,g,u,0.0
g,g,v,0.0
g,g,w,0.0
g,g,x,0.0
g,g,y,5.481349878331162e-06
g,g,z,0.0
g,g, ,0.0
g,h,a,1.3703374695827905e-06
g,h,b,1.7814387104576278e-05
g,h,c,3.4258436739569764e-07
g,h,d,0.0
g,h,e,9.112744172725557e-05
g,h,f,3.4258436739569764e-07
g,h,g,0.0
g,h,h,0.0
g,h,i,4.076753972008802e-05
g,h,j,0.0
g,h,k,0.0
g,h,l,9.249777919683835e-06
g,h,m,0.0
g,h,n,1.5416296532806393e-05
g,h,o,5.138765510935464e-06
g,h,p,0.0
g,h,q,0.0
g,h,r,7.879440450101045e-06
g,h,s,8.222024817496743e-06
g,h,t,0.0014237806308965194
g,h,u,0.0
g,h,v,0.0
g,h,w,0.0
g,h,x,0.0
g,h,y,0.0
g,h,z,0.0
g,h, ,0.0003624542607046481
g,i,a,2.055506204374186e-06
g,i,b,6.509102980518255e-06
g,i,c,1.7814387104576278e-05
g,i,d,4.4535967761440695e-06
g,i,e,1.3703374695827905e-06
g,i,f,4.111012408748372e-06
g,i,g,3.4258436739569764e-06
g,i,h,0.0
g,i,i,0.0
g,i,j,3.4258436739569764e-07
g,i,k,0.0
g,i,l,5.138765510935464e-06
g,i,m,9.489586976860824e-05
g,i,n,0.00032339964282153855
g,i,o,2.0897646411137555e-05
g,i,p,0.0
g,i,q,3.4258436739569764e-07
g,i,r,7.331305462267929e-05
g,i,s,4.111012408748372e-06
g,i,t,4.1110124087483715e-05
g,i,u,6.851687347913953e-07
g,i,v,0.0002302166948899088
g,i,w,0.0
g,i,x,0.0
g,i,y,3.4258436739569764e-07
g,i,z,4.111012408748372e-06
g,i, ,3.4258436739569764e-07
g,j,a,0.0
g,j,b,0.0
g,j,c,0.0
g,j,d,0.0
g,j,e,0.0
g,j,f,0.0
g,j,g,0.0
g,j,h,0.0
g,j,i,0.0
g,j,j,0.0
g,j,k,0.0
g,j,l,0.0
g,j,m,0.0
g,j,n,0.0
g,j,o,0.0
g,j,p,0.0
g,j,q,0.0
g,j,r,0.0
g,j,s,0.0
g,j,t,0.0
g,j,u,0.0
g,j,v,0.0
g,j,w,0.0
g,j,x,0.0
g,j,y,0.0
g,j,z,0.0
g,j, ,0.0
g,k,a,0.0
g,k,b,0.0
g,k,c,0.0
g,k,d,0.0
g,k,e,0.0
g,k,f,0.0
g,k,g,0.0
g,k,h,0.0
g,k,i,0.0
g,k,j,0.0
g,k,k,0.0
g,k,l,0.0
g,k,m,0.0
g,k,n,0.0
g,k,o,0.0
g,k,p,0.0
g,k,q,0.0
g,k,r,0.0
g,k,s,0.0
g,k,t,0.0
g,k,u,0.0
g,k,v,0.0
g,k,w,0.0
g,k,x,0.0
g,k,y,0.0
g,k,z,0.0
g,k, ,0.0
g,l,a,0.0002017821923960659
g,l,b,0.0
g,l,c,0.0
g,l,d,0.0
g,l,e,9.455328540121254e-05
g,l,f,0.0
g,l,g,0.0
g,l,h,0.0
g,l,i,6.063743302903848e-05
g,l,j,0.0
g,l,k,0.0
g,l,l,0.0
g,l,m,0.0
g,l,n,0.0
g,l,o,6.269293923341266e-05
g,l,p,0.0
g,l,q,0.0
g,l,r,0.0
g,l,s,0.0
g,l,t,0.0
g,l,u,2.055506204374186e-06
g,l,v,0.0
g,l,w,0.0
g,l,x,0.0
g,l,y,7.776665139882336e-05
g,l,z,0.0
g,l, ,1.027753102187093e-06
g,m,a,6.851687347913953e-07
g,m,b,0.0
g,m,c,0.0
g,m,d,0.0
g,m,e,5.823934245726859e-06
g,m,f,0.0
g,m,g,0.0
g,m,h,0.0
g,m,i,0.0
g,m,j,0.0
g,m,k,0.0
g,m,l,0.0
g,m,m,0.0
g,m,n,0.0
g,m,o,0.0
g,m,p,0.0
g,m,q,0.0
g,m,r,0.0
g,m,s,0.0
g,m,t,0.0
g,m,u,0.0
g,m,v,0.0
g,m,w,0.0
g,m,x,0.0
g,m,y,0.0
g,m,z,0.0
g,m, ,0.0
g,n,a,3.0490008698217088e-05
g,n,b,1.027753102187093e-06
g,n,c,0.0
g,n,d,1.3703374695827905e-06
g,n,e,3.323068363738267e-05
g,n,f,1.3703374695827905e-06
g,n,g,0.0
g,n,h,0.0
g,n,i,0.00011716385364932858
g,n,j,0.0
g,n,k,0.0
g,n,l,3.4258436739569764e-07
g,n,m,3.4258436739569764e-07
g,n,n,0.0
g,n,o,7.19427171530965e-06
g,n,p,0.0
g,n,q,0.0
g,n,r,0.0
g,n,s,1.7129218369784882e-05
g,n,t,3.4258436739569764e-07
g,n,u,3.4258436739569764e-07
g,n,v,0.0
g,n,w,0.0
g,n,x,0.0
g,n,y,0.0
g,n,z,0.0
g,n, ,6.920204221393092e-05
g,o,a,7.879440450101045e-06
g,o,b,1.7129218369784882e-06
g,o,c,0.0
g,o,d,0.00011408059434276731
g,o,e,1.1305284124058022e-05
g,o,f,4.111012408748372e-06
g,o,g,0.0
g,o,h,3.4258436739569764e-07
g,o,i,0.00010654373826006196
g,o,j,0.0
g,o,k,0.0
g,o,l,2.569382755467732e-05
g,o,m,3.0832593065612785e-06
g,o,n,8.084991070538464e-05
g,o,o,0.0002004118549264831
g,o,p,0.0
g,o,q,3.4258436739569764e-07
g,o,r,2.9119671228634297e-05
g,o,s,1.3703374695827905e-05
g,o,t,0.00010620115389266626
g,o,u,1.7129218369784882e-06
g,o,v,6.235035486601697e-05
g,o,w,1.6444049634993487e-05
g,o,x,0.0
g,o,y,0.0
g,o,z,0.0
g,o, ,0.00021891141076585077
g,p,a,0.0
g,p,b,0.0
g,p,c,0.0
g,p,d,0.0
g,p,e,0.0
g,p,f,0.0
g,p,g,0.0
g,p,h,0.0
g,p,i,0.0
g,p,j,0.0
g,p,k,0.0
g,p,l,3.4258436739569764e-07
g,p,m,0.0
g,p,n,0.0
g,p,o,0.0
g,p,p,0.0
g,p,q,0.0
g,p,r,0.0
g,p,s,0.0
g,p,t,0.0
g,p,u,3.4258436739569764e-07
g,p,v,0.0
g,p,w,0.0
g,p,x,0.0
g,p,y,0.0
g,p,z,0.0
g,p, ,0.0
g,q,a,0.0
g,q,b,0.0
g,q,c,0.0
g,q,d,0.0
g,q,e,0.0
g,q,f,0.0
g,q,g,0.0
g,q,h,0.0
g,q,i,0.0
g,q,j,0.0
g,q,k,0.0
g,q,l,0.0
g,q,m,0.0
g,q,n,0.0
g,q,o,0.0
g,q,p,0.0
g,q,q,0.0
g,q,r,0.0
g,q,s,0.0
g,q,t,0.0
g,q,u,0.0
g,q,v,0.0
g,q,w,0.0
g,q,x,0.0
g,q,y,0.0
g,q,z,0.0
g,q, ,0.0
g,r,a,0.0003021594120430053
g,r,b,0.0
g,r,c,0.0
g,r,d,1.7129218369784882e-06
g,r,e,0.00032785323959768264
g,r,f,3.4258436739569764e-07
g,r,g,0.0
g,r,h,3.4258436739569764e-07
g,r,i,6.988721094872232e-05
g,r,j,0.0
g,r,k,1.7129218369784882e-06
g,r,l,0.0
g,r,m,0.0
g,r,n,0.0
g,r,o,0.0001740328586370144
g,r,p,0.0
g,r,q,0.0
g,r,r,0.0
g,r,s,0.0
g,r,t,0.0
g,r,u,1.5416296532806393e-05
g,r,v,0.0
g,r,w,0.0
g,r,x,0.0
g,r,y,4.5906305231023484e-05
g,r,z,0.0
g,r, ,0.0
g,s,a,0.0
g,s,b,3.4258436739569764e-07
g,s,c,0.0
g,s,d,0.0
g,s,e,2.603641192207302e-05
g,s,f,0.0
g,s,g,0.0
g,s,h,1.3703374695827905e-06
g,s,i,0.0
g,s,j,0.0
g,s,k,0.0
g,s,l,3.4258436739569764e-07
g,s,m,3.4258436739569764e-07
g,s,n,0.0
g,s,o,2.3980905717698832e-06
g,s,p,0.0
g,s,q,0.0
g,s,r,2.3980905717698832e-06
g,s,s,0.0
g,s,t,3.0832593065612785e-06
g,s,u,0.0
g,s,v,0.0
g,s,w,0.0
g,s,x,0.0
g,s,y,0.0
g,s,z,0.0
g,s, ,0.0001740328586370144
g,t,a,3.4258436739569764e-07
g,t,b,0.0
g,t,c,0.0
g,t,d,0.0
g,t,e,3.4258436739569764e-07
g,t,f,0.0
g,t,g,0.0
g,t,h,5.72115893550815e-05
g,t,i,6.851687347913953e-07
g,t,j,0.0
g,t,k,0.0
g,t,l,0.0
g,t,m,0.0
g,t,n,0.0
g,t,o,0.0
g,t,p,0.0
g,t,q,0.0
g,t,r,0.0
g,t,s,0.0
g,t,t,0.0
g,t,u,0.0
g,t,v,0.0
g,t,w,0.0
g,t,x,0.0
g,t,y,0.0
g,t,z,0.0
g,t, ,3.4258436739569764e-07
g,u,a,6.748912037695243e-05
g,u,b,0.0
g,u,c,1.7814387104576278e-05
g,u,d,0.0
g,u,e,0.00010346047895350068
g,u,f,3.4258436739569764e-07
g,u,g,0.0
g,u,h,0.0
g,u,i,6.269293923341266e-05
g,u,j,0.0
g,u,k,0.0
g,u,l,2.569382755467732e-05
g,u,m,1.1305284124058022e-05
g,u,n,8.359058564455022e-05
g,u,o,1.3703374695827905e-06
g,u,p,3.4258436739569764e-07
g,u,q,0.0
g,u,r,3.665652731133964e-05
g,u,s,2.569382755467732e-05
g,u,t,2.055506204374186e-06
g,u,u,0.0
g,u,v,0.0
g,u,w,0.0
g,u,x,0.0
g,u,y,0.0
g,u,z,0.0
g,u, ,0.0
g,v,a,0.0
g,v,b,0.0
g,v,c,0.0
g,v,d,0.0
g,v,e,0.0
g,v,f,0.0
g,v,g,0.0
g,v,h,0.0
g,v,i,0.0
g,v,j,0.0
g,v,k,0.0
g,v,l,0.0
g,v,m,0.0
g,v,n,0.0
g,v,o,0.0
g,v,p,0.0
g,v,q,0.0
g,v,r,0.0
g,v,s,0.0
g,v,t,0.0
g,v,u,0.0
g,v,v,0.0
g,v,w,0.0
g,v,x,0.0
g,v,y,0.0
g,v,z,0.0
g,v, ,6.851687347913953e-07
g,w,a,1.3703374695827905e-06
g,w,b,0.0
g,w,c,0.0
g,w,d,0.0
g,w,e,6.851687347913953e-07
g,w,f,3.4258436739569764e-07
g,w,g,0.0
g,w,h,2.3980905717698832e-06
g,w,i,3.7684280413526738e-06
g,w,j,0.0
g,w,k,0.0
g,w,l,0.0
g,w,m,0.0
g,w,n,0.0
g,w,o,6.851687347913953e-07
g,w,p,0.0
g,w,q,0.0
g,w,r,0.0
g,w,s,0.0
g,w,t,0.0
g,w,u,3.4258436739569764e-07
g,w,v,0.0
g,w,w,0.0
g,w,x,0.0
g,w,y,0.0
g,w,z,0.0
g,w, ,0.0
g,x,a,0.0
