0,0,0.004809807102938526
0,1,0.006226188330028244
0,2,0.004504536986959918
0,3,0.015672736013460732
0,4,0.0555429361216273
0,5,0.025566372213208333
0,6,0.10749894838050598
0,7,0.10932335797127575
0,8,0.11051018568595636
0,9,0.10665765278528934
0,10,0.0897235743044288
0,11,0.11611321435009915
0,12,0.10388137732107447
1,0,0.006576527852893457
1,1,0.0053848927348116105
1,2,0.003863349558319812
1,3,0.019604591070248183
1,4,0.04658133525629468
1,5,0.0314908959798089
1,6,0.10241511928369688
1,7,0.1000516795865633
1,8,0.12150471726458748
1,9,0.10164353103779819
1,10,0.10953428279550506
1,11,0.10339282495042365
1,12,0.08887687038038578
2,0,0.003302686136650442
2,1,0.00899945916711736
2,2,0.006191935580794422
2,3,0.014713659034913769
2,4,0.04481461450633976
2,5,0.04296857160026441
2,6,0.11057268193017246
2,7,0.1083732948741061
2,8,0.09498768102878431
2,9,0.1119049335977405
2,10,0.12231236103599546
2,11,0.10814794783967309
2,12,0.07970915209422509
3,0,0.017789796286280874
3,1,0.010225347034433027
3,2,0.012345411934378941
3,3,0.0162586383029866
3,4,0.04022654888528333
3,5,0.04324800192296136
3,6,0.09124511748092062
3,7,0.10854455862027522
3,8,0.0801039600985518
3,9,0.08511567814434227
3,10,0.10142178955591609
3,11,0.10103058710414037
3,12,0.09793942671714441
4,0,0.04287542815936542
4,1,0.030816056727360135
4,2,0.03655789916471366
4,3,0.04818460429060753
4,4,0.043756985758067427
4,5,0.03465476834324862
4,6,0.08621416982152515
4,7,0.04236824710053482
4,8,0.07225286941890509
4,9,0.0740003605552551
4,10,0.049624421609278296
4,11,0.07357069887626945
4,12,0.08746169100414637
5,0,0.07151012559341385
5,1,0.08097830659215191
5,2,0.11428459828135325
5,3,0.07934378943573102
5,4,0.05374917372754042
5,5,0.02535003906015263
5,6,0.11341926566913042
5,7,0.10984976864371129
5,8,0.0846559701940989
5,9,0.09092963163271436
5,10,0.1131037798209242
5,11,0.08820443482963763
5,12,0.08888888888888888
6,0,0.10055645694369325
6,1,0.085304969653266
6,2,0.05731867075295956
6,3,0.08262063577909981
6,4,0.055847605312180755
6,5,0.06776035094044829
6,6,0.12431704825431163
6,7,0.10683011838230877
6,8,0.09967910582296738
6,9,0.11362538308995855
6,10,0.11344270176071154
6,11,0.12177152815335616
6,12,0.11003184904753321
7,0,0.04963884381948202
7,1,0.08611321435009917
7,2,0.08368787933417464
7,3,0.09284057448470645
7,4,0.07714740700679044
7,5,0.05707349317949643
7,6,0.084928189411694
7,7,0.1332858602247461
7,8,0.11564449251847846
7,9,0.11782044348296376
7,10,0.09264827834865692
7,11,0.12372393485968392
7,12,0.10731386334955831
8,0,0.09957093924643949
8,1,0.05472988402139294
8,2,0.06697974881317229
8,3,0.04275944955231056
8,4,0.054357310257797005
8,5,0.08797307854095307
8,6,0.10184724475692568
8,7,0.10748452617030227
8,8,0.10778198425575386
8,9,0.08749534282795504
8,10,0.1033976323538249
8,11,0.09750615948560784
8,12,0.08967309656871583
9,0,0.07255573583318313
9,1,0.05273961901328046
9,2,0.09023556276666066
9,3,0.0856943693287663
9,4,0.06610420046872183
9,5,0.10993870560663423
9,6,0.09466017667207498
9,7,0.13208340844901148
9,8,0.09165615047172647
9,9,0.09524908358872665
9,10,0.10317649179736794
9,11,0.10072772068986242
9,12,0.11060693467940629
10,0,0.06907998317408807
10,1,0.05492698756084369
10,2,0.07342647677423232
10,3,0.03998317408809566
10,4,0.05327864911964426
10,5,0.10104020191094285
10,6,0.10194098912324981
10,7,0.09671293792440357
10,8,0.1252472808124512
10,9,0.10761672976383631
10,10,0.08650261402559942
10,11,0.07193077339102218
10,12,0.08546601766720749
11,0,0.07093564088696593
11,1,0.06103058710414038
11,2,0.053794844059852166
11,3,0.08265188390120784
11,4,0.06369869599182741
11,5,0.09304969653266032
11,6,0.09671834625322998
11,7,0.09831200048074032
11,8,0.1022078000120185
11,9,0.09380686256835528
11,10,0.12244216092782884
11,11,0.08401478276545879
11,12,0.08920437473709511
12,0,0.05955411333453519
12,1,0.07953608557178052
12,2,0.07827414217895559
12,3,0.06991707229132864
12,4,0.06784748512709574
12,5,0.09633796045910703
12,6,0.09611261342467399
12,7,0.09119644252148307
12,8,0.09822726999579352
12,9,0.10904933597740521
12,10,0.11168860044468483
12,11,0.08136590349137672
12,12,0.08699957935220239
