0,0,0.9534883720930233
0,1,0.9519379844961241
0,2,0.9348837209302325
0,3,0.9534883720930233
0,4,0.9472868217054263
0,5,0.9534883720930233
0,6,0.9279069767441861
1,0,0.9488372093023256
1,1,0.9472868217054263
1,2,0.9534883720930233
1,3,0.910077519379845
1,4,0.9534883720930233
1,5,0.9248062015503876
1,6,0.9294573643410853
2,0,0.9503875968992248
2,1,0.9496124031007752
2,2,0.9286821705426358
2,3,0.9348837209302325
2,4,0.8542635658914727
2,5,0.9310077519379846
2,6,0.8736434108527132
3,0,0.9480620155038759
3,1,0.9310077519379846
3,2,0.8689922480620155
3,3,0.9310077519379846
3,4,0.8937984496124031
3,5,0.92015503875969
3,6,0.9015503875968992
4,0,0.9496124031007752
4,1,0.8922480620155038
4,2,0.8457364341085272
4,3,0.7387596899224806
4,4,0.82015503875969
4,5,0.7480620155038761
4,6,0.8635658914728681
5,0,0.9317829457364339
5,1,0.9255813953488372
5,2,0.7844961240310079
5,3,0.8434108527131784
5,4,0.7139534883720932
5,5,0.7333333333333333
5,6,0.8224806201550388
6,0,0.907751937984496
6,1,0.8837209302325583
6,2,0.9271317829457365
6,3,0.7930232558139535
6,4,0.8992248062015504
6,5,0.7604651162790699
6,6,0.7922480620155041
