4.302702394983446237e-06,1.135251478061016870e-03,2.442611051921371630e-03,3.736400564382163364e-03,3.872432155485101444e-05,5.593513113478480346e-04,1.121350439554147328e-03,1.065746285526668916e-04,2.900352391326149141e-03,5.560415402747837850e-05,8.506111657774966884e-04,4.741909016379063785e-03,1.548310907979427763e-03,1.527426252508392798e-02,1.357006139956317712e-05,1.409962477125344723e-03,6.619542146128378745e-07,6.040001231234839139e-03,6.669188712224341509e-03,9.253788943180166551e-03,8.529280055286416482e-04,1.452327546860566381e-03,7.092839409576557654e-04,1.423201561417601383e-05,1.752192806080181842e-03,1.204756670595364879e-04,4.501950613581910329e-03
1.079647324033538485e-03,6.884323831973513980e-05,2.316839751144932720e-06,9.267359004579730879e-06,3.750301602889033123e-03,1.654885536532094739e-06,0.000000000000000000e+00,3.309771073064189373e-07,3.385895807744665844e-04,5.494219981286554348e-05,3.309771073064189373e-07,1.202108853736913539e-03,2.118253486761081198e-05,2.978793965757770277e-06,1.472517150406257771e-03,0.000000000000000000e+00,3.309771073064189373e-07,6.636091001493699256e-04,1.515875151463398759e-04,8.539209368505608973e-05,1.741601538646376374e-03,1.423201561417601383e-05,6.288565038821959755e-06,0.000000000000000000e+00,8.479633489190453212e-04,0.000000000000000000e+00,4.137213841330236806e-05
2.240053062249843397e-03,0.000000000000000000e+00,3.250195193749033954e-04,3.971725287677027035e-06,4.498640842508846473e-03,2.316839751144932720e-06,0.000000000000000000e+00,3.765526549825128078e-03,8.525970284213351324e-04,6.619542146128378745e-07,8.754344488254781065e-04,6.698976651881918820e-04,2.647816858451351498e-06,5.626610824209122198e-06,4.267287844501659391e-03,3.309771073064189373e-07,3.409064205256114900e-05,6.907492229484963036e-04,3.706943601831892351e-05,1.304049802787290687e-03,5.663018306012828056e-04,2.316839751144932720e-06,5.626610824209122198e-06,0.000000000000000000e+00,1.042577888015219588e-04,2.647816858451351498e-06,1.757488439797084522e-04
8.042743707545980340e-04,5.957587931515540553e-06,6.619542146128378957e-06,4.190170178499263878e-04,4.570131897687033061e-03,3.078087097949696037e-05,1.701222331554993377e-04,1.522494693609527143e-05,2.546537863615587222e-03,7.248398650010574255e-05,2.912598544296486606e-05,4.137213841330236535e-04,1.102153767330375079e-04,1.615168283655324486e-04,1.647604040171353436e-03,1.323908429225675749e-06,1.489396982878885223e-05,1.270290137842035837e-03,1.000874772494610935e-03,7.149105517818649341e-05,3.670536120028185917e-04,1.492706753951949432e-04,1.654885536532094655e-05,0.000000000000000000e+00,4.319251250348767079e-04,6.619542146128378957e-06,2.276361250921357660e-02
4.570131897687033061e-03,7.281496360741216345e-05,1.698243537589235602e-03,9.482825101436208673e-03,2.654436400597479703e-03,1.012458971250335517e-03,6.894253145192706742e-04,2.210927076806878575e-04,1.153786196070176332e-03,2.846403122835202765e-05,9.068772740195878341e-05,3.403768571539212383e-03,2.294002330740789637e-03,8.812596459140710492e-03,5.457812499482847914e-04,1.104470607081520011e-03,7.446984914394425437e-05,1.454478898058057974e-02,6.508333838073422119e-03,2.429040990521808604e-03,1.075675598745861542e-04,1.818719204648771995e-03,1.077661461389700041e-03,1.044232773551751706e-03,1.235206564467555574e-03,6.023783352976824394e-05,3.313775896062597093e-02
1.290810718495033959e-03,1.489396982878885223e-05,7.281496360741216514e-06,3.309771073064189479e-06,1.533747915257945406e-03,9.134968161657162520e-04,3.309771073064189373e-07,1.654885536532094739e-06,1.571479305490877144e-03,0.000000000000000000e+00,1.721080957993378495e-05,4.504598430440361696e-04,2.978793965757770277e-06,4.368897816444730078e-05,2.678266752323541899e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.885907557431975180e-03,1.479467669659692596e-04,7.648880949851341506e-04,6.086669003365044635e-04,6.619542146128378745e-07,7.943450575354054071e-06,0.000000000000000000e+00,2.879500833565844855e-05,1.323908429225675749e-06,6.137308500782926585e-03
1.125322164841824433e-03,3.309771073064189373e-07,1.654885536532094739e-06,2.184448908222365039e-05,1.954088841537097478e-03,3.309771073064189373e-07,1.376864766394702796e-04,1.982883849872755892e-03,8.247949514075959398e-04,0.000000000000000000e+00,0.000000000000000000e+00,4.858743935258230022e-04,6.288565038821959755e-06,2.965554881465513881e-04,1.039268116942155488e-03,6.619542146128378745e-07,0.000000000000000000e+00,9.075392282342007030e-04,2.896049688931165629e-04,6.586444435397736529e-05,4.276224226398932498e-04,6.619542146128378745e-07,9.267359004579730879e-06,3.309771073064189373e-07,3.375966494525473488e-05,6.619542146128378745e-07,6.361049025322065321e-03
9.032365258392172774e-03,1.952764933107871767e-05,2.349937461875574470e-05,8.373720814852398525e-05,2.495931463908435816e-02,4.898461188135000123e-05,6.619542146128378745e-07,1.985862643838513518e-06,8.590841797245410416e-03,6.619542146128378745e-07,2.978793965757770446e-05,7.811059732431487068e-05,1.135251478061016897e-04,3.773139023293175853e-05,4.555237927858243538e-03,1.654885536532094739e-06,0.000000000000000000e+00,4.362278274298601660e-04,5.295633716902703166e-05,1.392420690438104375e-03,5.332041198706408787e-04,1.985862643838513518e-06,1.191517586303108111e-05,0.000000000000000000e+00,3.051608929365182501e-04,0.000000000000000000e+00,4.415565588574935085e-03
9.704248786224203751e-04,4.183550636353135189e-04,2.813967366319173897e-03,2.859973184234765927e-03,2.829854267469881883e-03,1.231565816287184768e-03,1.432137943314874774e-03,5.957587931515540553e-06,2.124873028907209684e-04,1.985862643838513518e-06,4.408615069321500314e-04,2.714674234127248224e-03,3.244237605817518622e-03,1.607291028501431698e-02,2.411499203834568256e-03,2.770278388154726501e-04,8.936381897273311677e-06,1.995460979950399588e-03,7.212653122421481232e-03,7.031939621832176968e-03,4.071018419868952627e-05,1.136575386490242716e-03,1.323908429225675749e-06,1.039268116942155515e-04,5.295633716902702996e-06,2.608099605574581482e-04,1.616492192084550061e-03
3.276673362333547220e-05,0.000000000000000000e+00,6.619542146128378745e-07,0.000000000000000000e+00,1.585380343997746741e-04,6.619542146128378745e-07,6.619542146128378745e-07,6.619542146128378745e-07,6.619542146128378957e-06,6.619542146128378745e-07,0.000000000000000000e+00,9.929313219192567589e-07,3.309771073064189373e-07,3.309771073064189373e-07,2.392964485825408848e-04,6.619542146128378745e-07,0.000000000000000000e+00,6.619542146128378745e-07,9.929313219192567589e-07,1.654885536532094739e-06,3.981654600896219662e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.640748180370608257e-06
